Query,Results,Title,Type,CreateDate
Kashmir: The Consequence of Colonialism,1742,onempiresbehalftheunveilingofkashmirvalleyintheearlynineteenthcenturytravelwriting,article,2020
Kashmir: The Consequence of Colonialism,1742,schoolsofresistanceabriefhistoryofstudentactivisminkashmir,article,2019
Kashmir: The Consequence of Colonialism,1742,impasseofkashmirandrecurringpretextsahistoriographicalanalysis,article,2020
Kashmir: The Consequence of Colonialism,1742,resolvingkashmirimperativesandsolutions,article,2014
Kashmir: The Consequence of Colonialism,1742,anyouwillfighttillthedeathofitpastandpresentinthechallengeofkashmir,article,2011
Kashmir: The Consequence of Colonialism,1742,anongoingpartitionhistoriesbordersandthepoliticsofvivisectioninjammuandkashmir,article,2015
Kashmir: The Consequence of Colonialism,1742,subalternstrugglesandtheglobalmediainkoodankulamandkashmir,article,2015
Kashmir: The Consequence of Colonialism,1742,directversusindirectcolonialruleinindialongtermconsequences,article,2010
Kashmir: The Consequence of Colonialism,1742,britainandtheindopakistaniconflicttherannofkutchandkashmir1965,article,2009
Kashmir: The Consequence of Colonialism,1742,thegreattransitionourbattlesoverhistory,article,2020
Kashmir: The Consequence of Colonialism,1742,topographiesoffearwarandenvironmentalotheringinmirzawaheedsthecollaboratorandnadeemaslamstheblindmansgarden,article,2019
Kashmir: The Consequence of Colonialism,1742,boundariesandspaceingilgitbaltistan,article,2015
Kashmir: The Consequence of Colonialism,1742,formsofpredationtigerandmarkhorhuntingincolonialgovernance,article,2012
Kashmir: The Consequence of Colonialism,1742,marginalityandhistoriographythecaseofkashmirshistory,article,2015
Kashmir: The Consequence of Colonialism,1742,indianempireandthecaseofkashmir,article,2011
Kashmir: The Consequence of Colonialism,1742,theindiapakistandyadachallengetotherestortothemselves,article,2010
Kashmir: The Consequence of Colonialism,1742,isindiaanewemerginggreatpower,article,2020
Kashmir: The Consequence of Colonialism,1742,therewerecollisionsandexplosionstheworldwasnolongercalmterrorandprecariouslifeinsalmanrushdiesshalimartheclown,article,2008
Kashmir: The Consequence of Colonialism,1742,excrementandwasteexaminingtheramificationsofthemunicipalinfrastructuresandtheproblemofglobalecocosmopolitisminmaliksajadsmunnuaboyfromkashmir,article,2022
Kashmir: The Consequence of Colonialism,1742,fromcivicpluralismtoethnoreligiousmajoritarianismmajoritynationalisminindia,article,2020
Kashmir: The Consequence of Colonialism,1742,streetdogsattheintersectionofcolonialismandinformalitysubalternanimismasaposthumancritiqueofindiancities,article,2017
Kashmir: The Consequence of Colonialism,1742,terrorisminsouthasiathechangingtrends,article,2007
Kashmir: The Consequence of Colonialism,1742,neocolonialismisdeadlongliveneocolonialism,article,2019
Kashmir: The Consequence of Colonialism,1742,sacksofmutilatedbreastsviolenceandbodypoliticsinsouthasianpartitionliterature1,article,2019
Kashmir: The Consequence of Colonialism,1742,curfewednightandtheemergenceofkashmirianglophoneresistanceliterature,article,2021
Kashmir: The Consequence of Colonialism,1742,compradorsneocolonialismandtransnationalclassstruggleprcrelationswithalgeriaandindia19531965,article,2021
Kashmir: The Consequence of Colonialism,1742,whateverhappenedtotheideaofimperialism,article,2017
Kashmir: The Consequence of Colonialism,1742,introductionculturalproductionundermultiplecolonialisms,article,2019
Kashmir: The Consequence of Colonialism,1742,onpanafricanismandsecessionthinkinganticolonialismfromsouthsudan,article,2021
Kashmir: The Consequence of Colonialism,1742,whatcanthesociologyofracelearnfromthehistoriesofanticolonialism,article,2021
Kashmir: The Consequence of Colonialism,1742,anandacoomaraswamyanarchizingperformanceeastandwest,article,2020
Kashmir: The Consequence of Colonialism,1742,redistributivecolonialismthelongtermlegacyofinternationalconflictinindia,article,2017
Kashmir: The Consequence of Colonialism,1742,bombsandbombmakersrealismtheassociationofsmallbombsandthepost911novel,article,2021
Kashmir: The Consequence of Colonialism,1742,preface,article,2019
Kashmir: The Consequence of Colonialism,1742,nobodiesthespectreofanunjustwarinkashmir,article,2022
Kashmir: The Consequence of Colonialism,1742,theindiannortheastindiasshiftfromcolonisedtocoloniser,article,2021
Kashmir: The Consequence of Colonialism,1742,aracetothebottomstrongstatesandthedelusionofproxywarfare,article,2021
Kashmir: The Consequence of Colonialism,1742,fromcolonialismtopostcolonialcolonialismchangingmodesofdominationinthenorthernareasofpakistan,article,2005
Kashmir: The Consequence of Colonialism,1742,thechinesecashmereindustryaglobalvaluechainanalysis,article,2014
Kashmir: The Consequence of Colonialism,1742,drawingchildhoodinconflictmaliksajadsmunnuaboyfromkashmir,article,2021
Kashmir: The Consequence of Colonialism,1742,renewableenergytransitionundermultiplecolonialismspassiverevolutionfascismreduxandutopianpraxes,article,2019
Kashmir: The Consequence of Colonialism,1742,asecsat50interviewwithsuvirkaul,article,2019
Kashmir: The Consequence of Colonialism,1742,kashmirbetweenindiapakistantheunfinishedagenda,article,2019
Kashmir: The Consequence of Colonialism,1742,warlordcolonialismstatefragmentationandchineseruleinkham19111949,article,2013
Kashmir: The Consequence of Colonialism,1742,landscaperaceandpowerontheindoafghanfrontierc1840c1880,article,2020
Kashmir: The Consequence of Colonialism,1742,polioterrorandtheimmunologicalworldview,article,2018
The Taboo on Tattoos in Japan,279,tattooandtabooonthemeaningoftattoosintheanalyticprocess,article,2012
The Taboo on Tattoos in Japan,279,irezumitattootabooandthefemalebody,article,1998
The Taboo on Tattoos in Japan,279,stopmakingtaboosoutoftattoos,article,2019
The Taboo on Tattoos in Japan,279,anethnographyofpantaronmanobotattooingpangotoebtowardsaheuristicschemainunderstandingmanoboindigenoustattoos,article,2019
The Taboo on Tattoos in Japan,279,womenandtattoosfashionmeaningandimplicationsforhealth,article,2019
The Taboo on Tattoos in Japan,279,previouslyunreportedpermanenttattooassociatedangiolymphoidhyperplasiawitheosinophiliaepithelioidhemangioma,article,2021
The Taboo on Tattoos in Japan,279,markedtattooasanexpressionofpsyche,article,2017
The Taboo on Tattoos in Japan,279,gettinginkedatatattooconventionsubjectivityandbelongingwithinanalternativeculturalheterotopia,article,2021
The Taboo on Tattoos in Japan,279,selflimitationofmodernitythetheoryofreflexivetaboos,article,2011
The Taboo on Tattoos in Japan,279,extendingthetheoryofshiftingerogenouszonestomenstattoos,article,2014
The Taboo on Tattoos in Japan,279,dreamslegendsspiritualityandmiraclesunderstandingtattoonarrativesamongcontemporaryurbanmeninjavaislandindonesia,article,2020
The Taboo on Tattoos in Japan,279,markingbodiestattooingidentitiescomparativestudyonthetraditionaltattoosofthekalinganorthernluzonphilippinesandtheatayaloftaiwa,article,2014
The Taboo on Tattoos in Japan,279,tattoosarelikepotatochipsyoucanthavejustonetheprocessofbecomingandbeingacollector,article,1999
The Taboo on Tattoos in Japan,279,growingtrendoftattooinganditscomplicationsinnigeria,article,2017
The Taboo on Tattoos in Japan,279,bodyartandtheperioperativeprocess,article,2016
The Taboo on Tattoos in Japan,279,contextualizingdirtyworktheneglectedroleofculturalhistoricalanddemographiccontext,article,2014
The Taboo on Tattoos in Japan,279,thereturnoftherealinsouthkoreanfiction,article,2019
The Taboo on Tattoos in Japan,279,punkpornandresistancecarnivalizationandthebodyinpopularculture,article,2008
The Taboo on Tattoos in Japan,279,tattoonarrativestheintersectionofthebodyselfidentityandsociety,article,2000
The Taboo on Tattoos in Japan,279,spiritualandreligiousaspectsofskinandskindisorders,article,2014
The Taboo on Tattoos in Japan,279,prevalenceanddeterminantsofhepatitisbantigenemiain15007inmatesintaiwan,article,2010
The Taboo on Tattoos in Japan,279,architecturalrenovationsofbodyastemple,article,2016
The Taboo on Tattoos in Japan,279,facinguptobodyartassoonasiturneighteenimgettingatattoo,article,2004
The Taboo on Tattoos in Japan,279,therisingdemandfortattooremoval,article,2013
The Taboo on Tattoos in Japan,279,tattoospiercingsandskinadornments,article,2001
The Taboo on Tattoos in Japan,279,theoutsideofathighishalfabacknegotiatingthecanvasamongfinearttattoocollectors,article,1999
The Taboo on Tattoos in Japan,279,carnivalisingthetaboo,article,1995
The Taboo on Tattoos in Japan,279,confrontingthepublicnuditytabooliberalizationofamericanmores,article,1998
The Taboo on Tattoos in Japan,279,thetaleoftattoosthehistoryandcultureofbodyartinindiaandabroad,article,2001
The Taboo on Tattoos in Japan,279,inkstink,article,2018
The Taboo on Tattoos in Japan,279,steezeobjectblue,article,2019
The Taboo on Tattoos in Japan,279,elusivebodiesthepoliticsofaestheticsamongyemenielitewomen,article,1997
The Taboo on Tattoos in Japan,279,weekender,article,2007
The Taboo on Tattoos in Japan,279,theoutsideofathighishalfabacknegotiatingthecanvasamongfinearttattoocollectors,article,1999
The Taboo on Tattoos in Japan,279,boomboomwow,article,2009
The Taboo on Tattoos in Japan,279,decolonizingluxuryfashioninjapan,article,2020
The Taboo on Tattoos in Japan,279,gettinginkedahistory,article,2018
The Taboo on Tattoos in Japan,279,whenpersonalitygetsundertheskinneedforuniquenessandbodymodifications,article,2021
The Taboo on Tattoos in Japan,279,deracialisationorbodyfashioncosmeticsurgeryandbodymodificationinjapan,article,2021
The Taboo on Tattoos in Japan,279,anamalgamationofpowerandpaintgajinfujitalosangelesstreetartandimagesofedojapan,article,2019
The Taboo on Tattoos in Japan,279,whenwomenwatchthesubversivepotentialoffemalefriendlypornographyinjapan,article,2016
The Taboo on Tattoos in Japan,279,warinthecamphorzoneindigenousresistancetocolonialcapitalisminuplandtaiwan18951915,article,2005
The Taboo on Tattoos in Japan,279,clamoringbloodthematerialityofbelonginginmodernainuidentity,article,2016
The Taboo on Tattoos in Japan,279,theviewfromhereandabroadtennesseewilliamsand1950shollywoodcinema,article,2014
The Taboo on Tattoos in Japan,279,inkstinkbathingetiquetteinjapan,article,2018
The Taboo on Tattoos in Japan,279,ancestralcartographytranspacificinterchangesandokinawanindigeneity,article,2020
The Taboo on Tattoos in Japan,279,mixedraceokinawansandtheirobscureinbetweeness,article,2014
The Taboo on Tattoos in Japan,279,escapingsugamoprisonwithano2pencilthedrawingsofjapanesewarcriminaltobitatokio,article,2015
The Taboo on Tattoos in Japan,279,mondoingurbangirltribestheboomof1960s70seroticcinemaandthepolicingofyoungfemalesubjectsinjapanesesukebanfilms,article,2018
The Taboo on Tattoos in Japan,279,representationsofthemasculineintagamegengorohserosmmanga,article,2010
The 1099 CE Siege of Jerusalem: A Lasting Impact,3,thenormaninvasionofsicily10611072numbersandmilitarytactics,article,2010
The 1099 CE Siege of Jerusalem: A Lasting Impact,3,majesticdragmonarchicalperformativityandthekingsbodytheatrical,article,2003
The 1099 CE Siege of Jerusalem: A Lasting Impact,3,easterninfluencesontheuseoftrumpetsanddrumsduringthemiddleages,article,1971
How Catholicism Shaped the French Revolution,5301,thewilmotcommitteeredefiningreliefandnationalinterestinbritainduringthefrenchrevolution,article,2022
How Catholicism Shaped the French Revolution,5301,politicalromanismreevaluatingamericananticatholicismintheageofitalianrevolution,article,2016
How Catholicism Shaped the French Revolution,5301,findingthoreauinfrenchcanadatheideologicallegacyoftheamericanrevolution,article,2017
How Catholicism Shaped the French Revolution,5301,sciencecatholicismandthefrenchlatinpatternofsecularizationthecaseofargentina18201958,article,2021
How Catholicism Shaped the French Revolution,5301,fromzouavespontificauxtothevolontairesdelouestcatholicvolunteersandthefrenchnation18601910,article,2018
How Catholicism Shaped the French Revolution,5301,romancesofnopoperytransnationalanticatholicismingiuseppegaribaldistheruleofthemonkandbenjamindisraelislothair,article,2020
How Catholicism Shaped the French Revolution,5301,thejewstherevolutionandtheoldregimeinfrenchantisemitismanddurkheimssociology,article,2011
How Catholicism Shaped the French Revolution,5301,enlightenmentandrevolutionthecaseoflouisiana1768,article,2014
How Catholicism Shaped the French Revolution,5301,anewprimacyofconscienceconscientiousobjectionfrenchcatholicismandthestateduringthealgerianwar,article,2019
How Catholicism Shaped the French Revolution,5301,anticatholicismincorrigibilityandcredulityinthewarmingpanscandalof16889,article,2013
How Catholicism Shaped the French Revolution,5301,henridominiquelacordaireopadominicanfacesmodernity,article,2019
How Catholicism Shaped the French Revolution,5301,theseductionofrevolutionanticlericalcampaignsagainstconfessioninmexico19141935,article,2013
How Catholicism Shaped the French Revolution,5301,catholicrepublicanismthecreationofthespanishamericanrepublicsduringrevolution,article,2018
How Catholicism Shaped the French Revolution,5301,confrontingtheyoungestrevolutioncubananticommunistsandtheglobalpoliticsofyouthintheearly1960s,article,2021
How Catholicism Shaped the French Revolution,5301,enmassefrenchcanadianstudentscatholicismandmassmedia,article,2012
How Catholicism Shaped the French Revolution,5301,themovementofsatiricalprintsbetweenlondonanddublininthelate1820sdanieloconnellandcatholicemancipation,article,2019
How Catholicism Shaped the French Revolution,5301,thecarnotcommissionandtheteacherinsurgencyofsecondrepublicfrance,article,2014
How Catholicism Shaped the French Revolution,5301,aestheticrevoltandtheremakingofnationalidentityinqubec19601969,article,2013
How Catholicism Shaped the French Revolution,5301,claudelangloissvisionofnineteenthcenturyfrenchcatholicism,article,2013
How Catholicism Shaped the French Revolution,5301,jewishanticlericalismandthemakingofmodernjewishpoliticsinlateenlightenmentprussiaandfrance,article,2011
How Catholicism Shaped the French Revolution,5301,tocquevillesamericanthesisandthenewscienceofpolitics,article,2015
How Catholicism Shaped the French Revolution,5301,catholicpoliticalthoughtandcalvinistecclesiologyinsamuelrutherfordslexrex1644,article,2022
How Catholicism Shaped the French Revolution,5301,newperspectivesontwentiethcenturycatholicism,article,2019
How Catholicism Shaped the French Revolution,5301,bringingthestatebackinsecularizationthedevelopmentoflacitinthefrenchthirdrepublic18751905,article,2019
How Catholicism Shaped the French Revolution,5301,bailuscatholicisminchinareligiousinculturationtouristattractionorsecularization,article,2021
How Catholicism Shaped the French Revolution,5301,competingloyaltiesnationalitychurchgovernanceandthedevelopmentofanamericancatholicidentity,article,2013
How Catholicism Shaped the French Revolution,5301,enmassefrenchcanadianstudentscatholicismandmassmedia1,article,2012
How Catholicism Shaped the French Revolution,5301,polarizationbutnotpillarizationcatholicismandculturalchangeinposttransformationpoland,article,2021
How Catholicism Shaped the French Revolution,5301,frenchcatholicspiritualityandthenineteenthcenturykoreanchurch,article,2015
How Catholicism Shaped the French Revolution,5301,challengingdechristianizationthehistoriographyofreligioninmodernfrance,article,2006
How Catholicism Shaped the French Revolution,5301,catholicismversuslaicismculturewarsandthemakingofcatholicnationalidentityinspain18981931,article,2013
How Catholicism Shaped the French Revolution,5301,tocquevillesguizotmoment,article,2010
How Catholicism Shaped the French Revolution,5301,recentdevelopmentsin17thand18thcenturyenglishcatholicstudies,article,2015
How Catholicism Shaped the French Revolution,5301,republicansocialismandgenderedportrayalsofcatholicmasculinityinnineteenthcenturyfrance,article,2020
How Catholicism Shaped the French Revolution,5301,failedlegaciesofcoloniallinguisticslessonsfromtamilbooksinfrenchindiaandfrenchguiana,article,2017
How Catholicism Shaped the French Revolution,5301,treasonorcharitychristianmissionsontrialandthedecolonizationofalgeria,article,2012
How Catholicism Shaped the French Revolution,5301,abriefhistoryofaustraliancatholicyouthministryparti,article,2019
How Catholicism Shaped the French Revolution,5301,limitedlibertiescatholicsandthepoliciesofthepittministryinanearlymoderncontext,article,2020
How Catholicism Shaped the French Revolution,5301,inthewakeofthequietrevolutionfromsecularizationtoreligiouscosmopolitanism,article,2013
How Catholicism Shaped the French Revolution,5301,infavourofpoperypatriotismprotestantismandthegordonriotsintherevolutionarybritishatlantic,article,2013
How Catholicism Shaped the French Revolution,5301,themoscowcouncilof19171918,article,2018
How Catholicism Shaped the French Revolution,5301,sciencecatholicismandpoliticsinargentina19101935,article,2020
How Catholicism Shaped the French Revolution,5301,thefrencheducationofmarthajeffersonrandolph,article,2013
How Catholicism Shaped the French Revolution,5301,romancatholicismandthefoundingprinciplesofliberalismlibertyandprivateproperty,article,2020
How Catholicism Shaped the French Revolution,5301,afrocatholicisminlatinamerica,article,2019
How Catholicism Shaped the French Revolution,5301,catholicismdecentralizedlocalreligionintheearlymodernperiphery,article,2020
How Catholicism Shaped the French Revolution,5301,thepoliticsofremembranceinirishandquebecnationalism,article,2004
How Catholicism Shaped the French Revolution,5301,atraiterousreligionindulgencesandtheanticatholicimaginationineighteenthcenturynewengland,article,2013
How Catholicism Shaped the French Revolution,5301,romanticattitudestowardorientaldespotism,article,2013
How Catholicism Shaped the French Revolution,5301,theologiesofcolonizationthecatholicchurchandthefutureofthefrenchempireinthe1950s,article,2015
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,the2020sworlddeadliestpandemiccoronaviruscovid19andinternationalmedicallawiml,article,2020
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,millionsdiefromthespanishfluflorencenightingalemuseumlooksbackatthedeadlyoutbreakofacenturyagospanishflunursingduringhistorysdeadliestpandemic,article,2018
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,survivingtheinfluenzatheuseoftraditionalmedicinestocombatthespanishfluincolonialindonesia19181919,article,2022
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,theimpactofthe1918spanishfluepidemiconeconomicperformanceinswedenaninvestigationintotheconsequencesofanextraordinarymortalityshock,article,2014
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,inthefrontline,article,2018
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,theimpactofasixyearclimateanomalyonthespanishflupandemicandwwi,article,2020
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,usingnonhomogeneousmodelsofnucleotidesubstitutiontoidentifyhostshifteventsapplicationtotheoriginofthe1918spanishinfluenzapandemicvirus,article,2009
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,thespanishfluepidemicsandtheturntobiomedicalresponses,article,2018
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,understandingthepresentthroughthepastacomparisonofspanishnewscoverageofthe1918fluandcovid19pandemics,article,2022
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,thespanishfluandthesanitarydictatorshipmexicosresponsetothe1918influenzapandemic,article,2019
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,comparingthesocioeconomicimplicationsofthe1918spanishfluandthecovid19pandemicinindiaasystematicreviewofliterature,article,2021
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,spanishfluintehranfrom1918to1920,article,2022
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,howeconomistsignoredthespanishflupandemicin19181920,article,2021
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,decisionmakingamongstthecommunityincoventryduringthe191819spanishflupandemic,article,2021
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,whatdoesthishavetodowitheverythingelseanecologicalreadingoftheimpactofthe191819influenzapandemiconeducation,article,2012
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,concurrentconflictsthegreatwarandthe1918influenzapandemic,article,2018
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,historythroughtheeyesofapandemic,article,2020
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,flashbackandlessonslearntfromhistoryofpandemicsbeforecovid19,article,2021
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,theeffectofthe1918influenzapandemiconincomeinequalityevidencefromitaly,article,2022
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,historythroughtheeyesofapandemic,article,2020
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,estimationofthereproductivenumberofthespanishfluepidemicingenevaswitzerland,article,2006
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,agespecificmortalityduringthe1918influenzapandemicunravellingthemysteryofhighyoungadultmortality,article,2013
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,pathsofinfectionthefirstworldwarandtheoriginsofthe1918influenzapandemic,article,2014
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,whatcamenextreflectionsontheaftermathsofthe191819flupandemicintheageofcovid,article,2022
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,deathfrom1918pandemicinfluenzaduringthefirstworldwaraperspectivefrompersonalandanecdotalevidence,article,2014
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,socialdistancingpredictssuicideratesanalysisofthe1918flupandemicin43largecitiesresearchnote,article,2021
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,aforeignladythepolishepisodeintheinfluenzapandemicof1918,article,2016
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,thepotentialroleofcytokinestormpathwayintheclinicalcourseofviralrespiratorypandemic,article,2021
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,utilizationofhotspotanalysisinthedetectionofspatialdeterminantsandclustersofthespanishflumortality,article,2020
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,preparingintensivecareforthenextpandemicinfluenza,article,2019
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,thegreatinfluenzatheepicstoryofthedeadliestplagueinhistory,article,2015
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,fourflupandemicslessonsthatneedtobelearned,article,2021
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,aparticularlyhumanperspectiveofapandemic,article,2018
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,theimpactofthe1918spanishfluepidemiconeconomicperformanceinsweden,article,2014
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,epidemiologicalevidenceofanearlywaveofthe1918influenzapandemicinnewyorkcity,article,2005
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,inferringthecausesofthethreewavesofthe1918influenzapandemicinenglandandwales,article,2013
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,accountingfortheunaccountablecopingwithcovid,article,2020
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,100yearslatertheworldsdeadliestepidemic,article,2019
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,commentsonthenonpharmaceuticalinterventionsinnewyorkcityandchicagoduringthe1918flupandemic,article,2007
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,pandemicsavoidingthemistakesof1918asbodiespileduptheunitedstatesresponsetothespanishfluwastotellthepublicthattherewasnocauseforalarmtheauthorityfigureswhoglossedoverthetruthlosttheircredibility,article,2009
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,beatingtheflu,article,2019
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,nursingsfinesthourpart3queensnursesintheflupandemic,article,2012
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,mortalityburdenofthe19181919influenzapandemicineurope,article,2009
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,nonpharmaceuticalinterventionsforpandemicinfluenzainternationalmeasures,article,2006
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,handlingmassdeathbyintegratingthemanagementofdisastersandpandemicslessonsfromtheindianoceantsunamithespanishfluandotherincidents,article,2007
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,aepidemiadapneumnicaemportugalnoseutempohistrico,article,2018
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,181819182018twocenturiesofpandemics,article,2018
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,theshiftingdemographiclandscapeofpandemicinfluenza,article,2010
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,100yearslatertheworldsdeadliestepidemic,article,2019
THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,500,immunoepidemiologyandpathophysiologyofcoronavirusdisease2019covid19,article,2020
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,chinasonechildpolicyapolicywithoutafuturepitfallsofthecommongoodargumentandtheauthoritarianmodel,article,2014
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,assessingtheimpactoftheonechildpolicyinchinaasyntheticcontrolapproach,article,2019
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,chinasskewedsexratioandtheonechildpolicy,article,2015
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,praisedfrombirthsocialapprovalassetsinthecreationofanewuniversity,article,2021
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,natalistpoliciesintheunitedstates,article,2012
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,bamboosteamersandredflagsbuildingdisciplineandcollegialityamongchinastraditionalruralmidwivesinthe1950s,article,2017
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,mitigatingeducatedyouthunemploymentinbangladesh,article,2021
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,erosionofeldercareinchinaasocioethicalinquiryinagingelderlysuicideandthegovernmentsresponsibilitiesinthecontextoftheonechildpolicy,article,2016
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,reproductivemodernitiesinpolicymaternalmortalitymidwivesandcesareansectionsinchina1900s2000s,article,2020
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,lessreproductionmoreproductionbirthcontrolintheearlypeoplesrepublicofchina19491958,article,2019
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,bigpushtoreducematernalmortalityinugandaandzambiaenhancedhealthsystemsbutlackedasustainabilityplan,article,2014
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,thepoliticsoftherevivalofinfantabandonmentinchinawithspecialreferencetohunan,article,1996
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,measuringfidelityfeasibilitycostsanimplementationevaluationofaclustercontrolledtrialofgroupantenatalcareinruralnepal,article,2020
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,reproductivehealthandchildhealthandnutritioninindiameetingthechallenge,article,2011
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,theconsequencesofthemissinggirlsofchina,article,2009
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,reproductivenegligence,article,2017
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,areexaminationofbirthcontrolinthefirsthalfoftwentiethcenturyjapanyoshiokayayoisantibirthcontrolposition,article,2022
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,underreportingofbirthsandinfantdeathsinruralchinaevidencefromfieldresearchinonecountyofnorthernchina,article,1998
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,franoiselgeyandchildbirthinmorocco,article,2021
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,chinaspensioncrisissystemreformsstartwithrelaxationofonechildpolicy,article,2013
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,anunconditionalprenatalincomesupplementisassociatedwithimprovedbirthandearlychildhoodoutcomesamongfirstnationschildreninmanitobacanadaapopulationbasedcohortstudy,article,2021
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,statepolicyandcontraceptivechoicesevidencefromchina19792012,article,2019
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,shortmessageservicecommunicationimprovesexclusivebreastfeedingandearlypostpartumcontraceptioninalowtomiddleincomecountrysettingarandomisedtrial,article,2018
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,demographicdividendinsaudiarabiafromagestructuralchangestoeconomicgains,article,2022
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,areinterpretationofthetwochildnorminposttransitionaldemographicsystemsfertilityintentionsintaiwan,article,2015
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,continuumofcareinamaternalnewbornandchildhealthprograminghanalowcompletionrateandmultipleobstaclefactors,article,2015
