paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format,Column,Column2,Column3,Column4
351,Oppression of Canadian Aboriginals,"Standen, J. C., Morgan, Geoffrey G.; Sowerbutts, Tim; Blazek, Katrina; Gugusheff, Jessica. ""Prioritizing Housing Maintenance to Improve Health in Indigenous Communities."" Int. J. Environ. Res. Public Health 17, no. 16 (2020): 5946. https://doi.org/10.3390/ijerph17165946.",prioritizinghousingmaintenancetoimprovehealthinindigenouscommunities,Yes,Article,,,,
351,Oppression of Canadian Aboriginals,"Uppal, S. “Young Men and Women without a High School Diploma. Insights on Canadian Society.” Statistics Canada, (2017). https://eric.ed.gov/?id=ED585313.",youngmenandwomenwithoutahighschooldiplomainsightsoncanadiansociety,Yes,Article,,,,
353,"Population Growth, Resource Consumption, and The Environment","Bongaarts, John. ""Development: Slow down population growth."" Nature News 530, no. 7591 (2016): 409.",developmentslowdownpopulationgrowth,Yes ,Article,,,,
353,"Population Growth, Resource Consumption, and The Environment","Coale, Ansley Johnson, and Edgar M. Hoover. Population growth and economic development. Princeton University Press, 2015.",populationgrowthandeconomicdevelopment,Yes,Ebook,,,,
353,"Population Growth, Resource Consumption, and The Environment","Ferreira, Susana, Kirk Hamilton, and Jeffrey R. Vincent. (2008). ""Comprehensive Wealth and Future Consumption: Accounting for Population Growth."" The World Bank Economic Review 22, no. 2 (2008): 233-48. Accessed February 22, 2021. http://www.jstor.org/stable/40282272.",comprehensivewealthandfutureconsumptionaccountingforpopulationgrowth,Yes,Article,,,,
353,"Population Growth, Resource Consumption, and The Environment","Khan, Irfan, Fujun Hou, and Hoang Phong Le. (2021).""The impact of natural resources, energy consumption, and population growth on environmental quality: Fresh evidence from the United States of America."" Science of the Total Environment 754 (2021): 142222.",theimpactofnaturalresourcesenergyconsumptionandpopulationgrowthonenvironmentalqualityfreshevidencefromtheunitedstatesofamerica,Yes,Article,,,,
353,"Population Growth, Resource Consumption, and The Environment","Searle, Rick. Population growth, resource consumption, and the environment: seeking a common vision for a troubled world. Wilfrid Laurier Univ. Press, 2006.",populationgrowthresourceconsumptionandtheenvironmentseekingacommonvisionforatroubledworld,Yes,Ebook,,,,
357,Black September and their cause to arms,"Fisher, Dan. ""A Region Reshaped 6-Day War: The Legacy of Conflict Series: THE SIX-DAY WAR: 20 Years AFTER Next: Life in Limbo on the West Bank.: [Home Edition]."" Los Angeles Times (Pre-1997 Full text), May 31, 1987. https://ntserver1.wsulibs.wsu.edu:2152/newspapers/region-reshaped-6-day-war-legacy-conflict-series/docview/292543363/se-2?accountid=14902 ",aregionreshaped6daywarthelegacyofconflictseriesthesixdaywar20yearsafternextlifeinlimboonthewestbank,Yes,Newspaper Article,,,,
357,Black September and their cause to arms,"Sela? Avra?ha?m, and K?adish Alon. The War of 1948: Representations of Israeli and Palestinian Memories and Narratives. Indiana University Press, 2016. ",thewarof1948representationsofisraeliandpalestinianmemoriesandnarratives,Yes ,Print Book,,,,
357,Black September and their cause to arms,"Rubner, Michael. ""Massacre in Munich: The Manhunt for the Killers Behind the 1972 Olympics Massacre/One Day in September: The Full Story of the 1972 Munich Olympics Massacre and the Israeli Revenge Operation ""Wrath of God,""/Striking Back: The 1972 Munich Olympics Massacre and Israel's Deadly Response/Vengeance: The True Story of an Israeli Counter-Terrorist Team."" Middle East Policy 13, no. 2 (Summer, 2006): 176-184. https://ntserver1.wsulibs.wsu.edu:2152/scholarly-journals/massacre-munich-manhunt-killers-behind-1972/docview/203698340/se-2?accountid=14902. ",massacreinmunichthemanhuntforthekillersbehindthe1972olympicsmassacreonedayinseptemberthefullstoryofthe1972municholympicsmassacreandtheisraelirevengeoperationwrathofgodstrikingbackthe1972municholympicsmassacreandisraelsdeadlyresponsevengeancethetruestoryofanisraelicounterterroristteam,Yes,Review,,,,
359,Summary History of Rare Earth Metal Market,"Chen Huamain, Zheng Chunrong, Tu Cong, and Zhu Yongguan. 1999. Heavy Metal Pollution in Soils in China: Status and Countermeasures. Royal Swedish Academy of Sciences 1999. Accessed April 11, 2021. http://www.jstor.org/stable/4314863.",heavymetalpollutioninsoilsinchinastatusandcountermeasures,Yes,Article,,,,
359,Summary History of Rare Earth Metal Market,"Lou, Jiezhi and Chen Zhou. 1989. ""The Prevention of Silicosis and Prediction of its Future Prevalence in China."" American Journal of Public Health 12. https://ntserver1.wsulibs.wsu.edu:2152/scholarly-journals/prevention-silicosis-prediction-future-prevalence/docview/215098867/se-2?accountid=14902.",thepreventionofsilicosisandpredictionofitsfutureprevalenceinchina,Yes,Article,,,,
359,Summary History of Rare Earth Metal Market,"RAYMOND BONNER. 1983. ""Minnesota Mining in China Pact."" (New York Times). Accessed April 11, 2021. https://ntserver1.wsulibs.wsu.edu:2152/historical-newspapers/minnesota-mining-china-pact/docview/122287387/se-2?accountid=14902.",minnesotamininginchinapact,Yes,Newspaper Article,,,,
359,Summary History of Rare Earth Metal Market,"Rossabi, Morris. 2013. A History of China. Malden, MA: John WIley & Son. Accessed April 11, 2021.",ahistoryofchina,Yes,ebook,,,,
359,Summary History of Rare Earth Metal Market,"Zheng, Siqi, and Matthew E. Kahn. 2017. ""New Era of Pollution Progress in Urban China?"" The Journal of Economic Perspectives (The Journal of Economic Perspectives) 31. Accessed April 11, 2021. http://www.jstor.org/stable/44133951.",neweraofpollutionprogressinurbanchina,Yes,Article,,,,
361,Fire Regimes of Australia: Changes in Fire Practices from Pre-Colonization to Modern ,"Douglas Bardsley, Thomas Prowse, Caren Siegfriedt, “Seeking Knowledge of Traditional Indigenous Burning Practices to Inform Regional Bushfire Management,” Local Enviroment 24, no.8 (2019): 727-745, https://ntserver1.wsulibs.wsu.edu:2327/doi/full/10.1080/13549839.2019.1640667.",seekingknowledgeoftraditionalindigenousburningpracticestoinformregionalbushfiremanagement,Yes,Article,,,,
361,Fire Regimes of Australia: Changes in Fire Practices from Pre-Colonization to Modern ,"Richard J. Williams, Malcolm A. Gill, Ross A. Bradstock, Flammable Australia: Fire Regimes, Biodiversity and Ecosystems in a Changing World. (Victoria: CSIRO Publishing, 2012), https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/detail.action?docID=865051&pq-origsite=primo. ",flammableaustraliafireregimesbiodiversityandecosystemsinachangingworld,Yes,ebook,,,,
361,Fire Regimes of Australia: Changes in Fire Practices from Pre-Colonization to Modern ,"R. J. Fensham, ""Aboriginal Fire Regimes in Queensland, Australia: Analysis of the Explorer's Record,” Journal of Biogeography 24, no.1 (1997): 11-22, https://ntserver1.wsulibs.wsu.edu:2118/doi/epdf/10.1111/j.1365-2699.1997.tb00046.x. ",aboriginalfireregimesinqueenslandaustraliaanalysisoftheexplorersrecord,Yes,Article,,,,
361,Fire Regimes of Australia: Changes in Fire Practices from Pre-Colonization to Modern ,"Stephen Pyne and William Cronon, Burning Bush: a Fire History of Australia, First Edition. (Seattle: University of Washington Press, 1988), https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=4306011&ppg=96.",burningbushafirehistoryofaustralia,Yes,Ebook,,,,
363,The History of Cars and Pollution From 1886 to Present Day,"Doyle, Jack. Taken for a Ride: Detroit's Big Three and the Politics of Pollution. New York: Four Walls Eight Windows, 2000. ",takenforaridedetroitsbigthreeandthepoliticsofpollution,Yes,Print Book,,,,
363,The History of Cars and Pollution From 1886 to Present Day,"Pagé, Victor W. “Cars of 1924.” Scientific American 130, no. 1 (1924): 6–9. https://doi.org/10.1038/scientificamerican0124-6. ",carsof1924,Yes,Article,,,,
363,The History of Cars and Pollution From 1886 to Present Day,"“Plug-in Hybrid Vehicles for a Sustainable Future.” American Scientist, May 1, 2019. https://www.americanscientist.org/article/plug-in-hybrid-vehicles-for-a-sustainable-future. ",pluginhybridvehiclesforasustainablefuture,Yes,Article,,,,
363,The History of Cars and Pollution From 1886 to Present Day,"Wakefield, Ernest Henry. History of the Electric Automobile: Battery-Only Powered Cars. Warrendale, PA: Society of Automotive Engineers, 1994.",historyoftheelectricautomobilebatteryonlypoweredcars,Yes,Print Book,,,,
365,The Decline of Agriculture in Ethiopia,"Marcus, Harold G. A History of Ethiopia. Updated ed. Berkeley: University of California Press, 2002.",ahistoryofethiopia,Yes,Print Book,,,,
365,The Decline of Agriculture in Ethiopia,"POSTER, ALEXANDER. ""The Gentle War: Famine Relief, Politics, and Privatization in Ethiopia, 1983-1986."" Diplomatic History 36, no. 2 (2012): 399-425. Accessed February 8, 2021. http://www.jstor.org/stable/44376157.",thegentlewarfaminereliefpoliticsandprivatizationinethiopia19831986,Yes,Article,,,,
365,The Decline of Agriculture in Ethiopia,"Nyssen, Jan, Mitiku Haile, Jan Moeyersons, Jean Poesen, and Jozef Deckers. ""Environmental Policy in Ethiopia: A Rejoinder to Keeley and Scoones."" The Journal of Modern African Studies 42, no. 1 (2004): 137-47. Accessed February 8, 2021. http://www.jstor.org/stable/3876177.",environmentalpolicyinethiopiaarejoindertokeeleyandscoones,Yes,Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Gaidos, Susan. “Grape Expectations: Climate change is already transforming the wine industry.” Science News 185 (2014): 20-24, JSTOR.",grapeexpectationsclimatechangeisalreadytransformingthewineindustry,Yes,Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Hannah, Lee, Patrick R. Roehrdanz, Makihiko Ikegami, Anderson V. Shephard, M. Rebecca Shaw, Gary Tabor, Lu Zhi, Pablo A. Marquet and Robert J. Hijmans. “Climate change, wine, and conservation.” Proceedings of the National Academy of Sciences of the United States of America 110 (2013): 6907-6912, JSTOR.",climatechangewineandconservation,Yes,Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Hayhoe, Katharine, Daniel Cayan, Christopher B. Field, Peter C. Frumhoff, Edwin P. Maurer, Norman L. Miller, Susanne C. Moser, Stephen H. Schneider, Kimberly Nicholas Cahill, Elsa E. Cleland, Larry Dale, Ray Drapek, R. Michael Hanemann, Laurence S. Kalkstein, James Lenihan, Claire K. Lunch, Ronald P. Nielson, Scott C. Sheridan and Julia H. Verville. “Emission Pathways, Climate Change, and Impacts on California.” Proceedings of the National Academy of Sciences of the United States of America 101 (2004):12422-12427, JSTOR.",emissionpathwaysclimatechangeandimpactsoncalifornia,Yes,Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Jaspal, Rusi, and Brigitte Nerlich. “When Climate Science Became Climate Politics: British Media Representations of Climate Change in 1988.” Public Understanding of Science 23, no. 2 (2014): 122–141. https://doi.org/10.1177/0963662512440219 ",whenclimatesciencebecameclimatepoliticsbritishmediarepresentationsofclimatechangein1988,Yes,Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Kennison, Kristen R., Kerry L. Wilkinson, Hannah G. Williams, Jeanette H. Smith, and Mark R. Gibberd. “Smoke-derived Taint in Wine: Effect of Postharvest Smoke Exposure of Grapes on the Chemical Composition and Sensory Characteristics of Wine.” Journal of Agricultural and Food Chemistry 55 (2007): 10897-10901. https://doi.org/10.1021/jf072509k.",smokederivedtaintinwineeffectofpostharvestsmokeexposureofgrapesonthechemicalcompositionandsensorycharacteristicsofwine,Yes,Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Labbe, Thomas, Christian Pfister, Stefan Brönnimann, Daniel Rousseau, Jörg Franke, and Benjamin Bois. “The Longest Homogeneous Series of Grape Harvest Dates, Beaune 1354–2018, and Its Significance for the Understanding of Past and Present Climate.” Climate of Change. (2019): 1485-1501. https://cp.copernicus.org/articles/15/1485/2019/ ",thelongesthomogeneousseriesofgrapeharvestdatesbeaune13542018anditssignificancefortheunderstandingofpastandpresentclimate,Yes,Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Noack, Rick. “French Vineyards Devastated by April Frost That Followed Unusually Warm March.” The Washington Post. April 26, 2021. https://www.washingtonpost.com/world/europe/french-wine-frost/2021/04/25/11d4bdac-a2d9-11eb-b314-2e993bd83e31_story.html ",frenchvineyardsdevastatedbyaprilfrostthatfollowedunusuallywarmmarch,Yes,Newspaper Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Pincus, Robert. “Wine, Place, and Identity in a Changing Climate.” Gastronomica 3 (2003): 87-93, JSTOR.",wineplaceandidentityinachangingclimate,Yes,Article,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Tattersall, Ian and Rob Desalle. A Natural History of Wine. New Haven: Yale University Press, 2015.",anaturalhistoryofwine,Yes,Ebook,,,,
369,le bon problème: Finding Balance in the Wine Industry,"Wetter, Oliver, and Christian Pfister. “An Underestimated Record Breaking Event – Why Summer 1540 Was Likely Warmer than 2003.” Climate of Change. (2012): 41-56, JSTOR.",anunderestimatedrecordbreakingeventwhysummer1540waslikelywarmerthan2003,Yes,Article,,,,
371,The Effect of Globalization on Developing Cultures in the Mariana Islands,"De Frutos, David Atienza and De La Rosa, Alexandre Coello. Death Rituals and Identity in Contemporary Guam (Mariana Islands). Taylor & Francis, Ltd. The Journal of Pacific History 47, no. 4(2012): 459-473. Accessed February 26, 2021. https://www.jstor.org/stable/41999442",deathritualsandidentityincontemporaryguammarianaislands,Yes,Article,,,,
371,The Effect of Globalization on Developing Cultures in the Mariana Islands,"Hezel, Francis X. From conquest to colonization: Spain in the Mariana Islands, 1690 to 1740. Northern Mariana Islands: Division of Historic Preservation, 2000. 2000. https://hdl.handle.net/2027/mdp.39015043722662 ",fromconquesttocolonizationspaininthemarianaislands1690to1740,Yes,Ebook,,,,
371,The Effect of Globalization on Developing Cultures in the Mariana Islands,"Pobutsky, Ann M. and Neri, Enrico I. “Cultural Integration and Separation: The Pre-historical and Historical Links between Guam and the Philippines, or Where Did All the Filipinos Go?”. University of San Carlos Publications. Philippine Quarterly of Culture and Society 42, no. 1/2(2014): 1-15. Accessed February 26, 2021. https://www.jstor.org/stable/44512009",culturalintegrationandseparationtheprehistoricalandhistoricallinksbetweenguamandthephilippinesorwheredidallthefilipinosgo,Yes,Article,,,,
371,The Effect of Globalization on Developing Cultures in the Mariana Islands,"Rogers, Robert F. Destiny’s Landfall: A History of Guam. University of Hawai’I Press. 1995.",destinyslandfallahistoryofguam,Yes,Ebook,,,,
373,Clitoridectomies on Acquiescent Women in Kenya from the 19th Century Through Today,"C. Marsh Beadnell. “Circumcision And Clitoridectomy As Practised By The Natives Of British East Africa.” British Medical Journal 1, no. 2313 (1905): 964–65.",circumcisionandclitoridectomyaspractisedbythenativesofbritisheastafrica,Yes,Article,,,,
373,Clitoridectomies on Acquiescent Women in Kenya from the 19th Century Through Today,"Brown, Eleanor, Mwangi-Powell, Faith, Jerotich, Miriam, and le May, Victoria. “Female Genital Mutilation in Kenya: Are Young Men Allies in Social Change Programmes?” Reproductive Health Matters 24, no. 47 (2016): 118–25. https://doi.org/10.1016/j.rhm.2016.06.002.",femalegenitalmutilationinkenyaareyoungmenalliesinsocialchangeprogrammes,Yes,Article,,,,
373,Clitoridectomies on Acquiescent Women in Kenya from the 19th Century Through Today,Robyn Dixon. “THE WORLD; California Surgeon Repairs Scarred Women; Trip to Kenya Aims to Improve Sexual Function of Those Hurt by Genital Mutilation.” The Los Angeles Times. 2017.,theworldcaliforniasurgeonrepairsscarredwomentriptokenyaaimstoimprovesexualfunctionofthosehurtbygenitalmutilation,Yes,Newspaper Article,,,,
373,Clitoridectomies on Acquiescent Women in Kenya from the 19th Century Through Today,"Merwine, Maynard H. ""How Africa Understands Female Circumcision."" New York Times (1923-Current File), Nov 24, 1993. https://ntserver1.wsulibs.wsu.edu:2152/historical-newspapers/how-africa-understands-female-cir cumcision/docview/109088988/se-2?accountid=14902.",howafricaunderstandsfemalecircumcision,Yes,Newspaper Article,,,,
373,Clitoridectomies on Acquiescent Women in Kenya from the 19th Century Through Today,"Parpart, J. L. “African Womanhood in Colonial Kenya 1900-50, by Tabitha Kanogo.” African Affairs (London) 109, no. 435 (2010): 346–48. https://doi.org/10.1093/afraf/adq015.",africanwomanhoodincolonialkenya190050bytabithakanogo,Yes,Article,,,,
373,Clitoridectomies on Acquiescent Women in Kenya from the 19th Century Through Today,"Lisa Wade. “DEFINING GENDERED OPPRESSION IN U.S. NEWSPAPERS: The Strategic Value of ""Female Genital Mutilation"".” Gender & Society 23, no. 3 (2009): 293–314. https://doi.org/10.1177/0891243209334938.",defininggenderedoppressioninusnewspapersthestrategicvalueoffemalegenitalmutilation,Yes,Article,,,,
375,Transatlantic Slave Trade: A Close Examination on Late 18th and 19th Century Haiti,"Archer, Léonie. “Haiti, Race, Slavery, and Independence (1804-1825).” Essay. In Slavery and Other Forms of Unfree Labour, 1st ed., 225–38. London, UK: Routledge, 1988. https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=166538. ",haitiraceslaveryandindependence18041825,Yes,Ebook Chapter,,,,
375,Transatlantic Slave Trade: A Close Examination on Late 18th and 19th Century Haiti,"Blackburn, Robin. “Haiti, Slavery, and the Age of the Democratic Revolution.” JStor. The William and Mary Quarterly, October 2006. https://www.jstor.org/stable/4491574. ",haitislaveryandtheageofthedemocraticrevolution,Yes,Article,,,,
375,Transatlantic Slave Trade: A Close Examination on Late 18th and 19th Century Haiti,"Lewis, Thomas. “Transatlantic Slave Trade.” Encyclopædia Britannica. Encyclopædia Britannica, inc., July 9, 2015. https://www.britannica.com/topic/transatlantic-slave-trade. ",transatlanticslavetrade,Yes,Reference Entry,,,,
375,Transatlantic Slave Trade: A Close Examination on Late 18th and 19th Century Haiti,"Murray, Lorraine. “Haitian Revolution.” Encyclopædia Britannica. Encyclopædia Britannica, inc., April 1, 2016. https://www.britannica.com/topic/Haitian-Revolution. ",haitianrevolution,Yes,Reference Entry,,,,
375,Transatlantic Slave Trade: A Close Examination on Late 18th and 19th Century Haiti,"Popkin, Jeremy D. A Concise History of the Haitian Revolution. 20. 1st ed. Vol. 20. West Sussex, UK: John Wiley & Sons, 2012. ",aconcisehistoryofthehaitianrevolution,Yes,Ebook,,,,
375,Transatlantic Slave Trade: A Close Examination on Late 18th and 19th Century Haiti,"Squint, Kirsten L. “Vodou and Revolt in Literature of the Haitian Revolution.” JStor. College Language Association, December 2007. https://www.jstor.org/stable/44325417. ",vodouandrevoltinliteratureofthehaitianrevolution,Yes,Article,,,,
377,Rooted in Racism: Apartheid in South Africa,"Besteman, Catherine. Militarized Global Apartheid. Durham: Duke University Press, 2020.",militarizedglobalapartheid,Yes,Ebook,,,,
377,Rooted in Racism: Apartheid in South Africa,"Kuitenbrouwer, Vincent. War of Words Dutch Pro-Boer Propaganda and the South African War (1899 -1902). Amsterdam: Amsterdam University Press, 2012.",warofwordsdutchproboerpropagandaandthesouthafricanwar18991902,Yes,Ebook,,,,
377,Rooted in Racism: Apartheid in South Africa,"Mullings, Leith. ""Interrogating Racism: Toward an Antiracist Anthropology."" Annual Review of Anthropology 34 (2005): 667-93. Accessed February 13, 2021. http://www.jstor.org/stable/25064903.",interrogatingracismtowardanantiracistanthropology,Yes,Article,,,,
377,Rooted in Racism: Apartheid in South Africa,"Özler, Berk. “Not Separate, Not Equal: Poverty and Inequality in Post?Apartheid South Africa.” Economic Development and Cultural Change 55, no. 3 (April 2007): 487–529. https://doi.org/10.1086/511191.",notseparatenotequalpovertyandinequalityinpostapartheidsouthafrica,Yes,Article,,,,
379,Genocide: A Reprise of Atrocity,"Akçam, Taner. The Young Turks' Crime Against Humanity?: the Armenian Genocide and Ethnic Cleansing in the Ottoman Empire. Princeton: Princeton University Press, 2012.",theyoungturkscrimeagainsthumanitythearmeniangenocideandethniccleansingintheottomanempire,Yes,Ebook,,,,
379,Genocide: A Reprise of Atrocity,"Bloxham, Donald. ""The Armenian Genocide of 1915-1916: Cumulative Radicalization and the Development of a Destruction Policy."" Past & Present, no. 181 (2003): 141-191. Accessed March 18, 2021. http://ntserver1.wsulibs.wsu.edu:2083/stable/3600788. ",thearmeniangenocideof19151916cumulativeradicalizationandthedevelopmentofadestructionpolicy,Yes,Article,,,,
379,Genocide: A Reprise of Atrocity,"Browning, Christopher R., Matthäus, Jürgen, and Mazal Holocaust Collection. The Origins of the Final Solution?: The Evolution of Nazi Jewish Policy, September 1939-March 1942. Lincoln: University of Nebraska Press, 2004.",theoriginsofthefinalsolutiontheevolutionofnazijewishpolicyseptember1939march1942,Yes,Print Book,,,,
379,Genocide: A Reprise of Atrocity,"Deringil, Selim. ““The Armenian Question Is Finally Closed”: Mass Conversions of Armenians in Anatolia During the Hamidian Massacres of 1895–1897.” Comparative Studies in Society and History 51, no. 2 (2009): 344–71, https://doi.org/10.1017/S0010417509000152.",thearmenianquestionisfinallyclosedmassconversionsofarmeniansinanatoliaduringthehamidianmassacresof18951897,Yes,Article,,,,
379,Genocide: A Reprise of Atrocity,"Earl, Hilary. “Prosecuting Genocide before the Genocide Convention: Raphael Lemkin and the Nuremberg Trials, 1945-1949.” Journal of Genocide Research 15, no. 3 (2013): 317–37, https://doi.org/10.1080/14623528.2013.821225. ",prosecutinggenocidebeforethegenocideconventionraphaellemkinandthenurembergtrials19451949,Yes,Article,,,,
379,Genocide: A Reprise of Atrocity,"Kiernan, Ben. Blood and Soil: A World History of Genocide and Extermination from Sparta to Darfur, New Haven: Yale University Press, 2009. ",bloodandsoilaworldhistoryofgenocideandexterminationfromspartatodarfur,Yes,Print Book,,,,
379,Genocide: A Reprise of Atrocity,"Zukier, Henri. ""The Twisted Road to Genocide: On the Psychological Development of Evil During the Holocaust."" Social Research 61, no. 2 (1994): 423-55. http://ntserver1.wsulibs.wsu.edu:2083/stable/40971039.",thetwistedroadtogenocideonthepsychologicaldevelopmentofevilduringtheholocaust,Yes,Article,,,,
381,Children Soldiers of Africa and Sudan,"De Berry, J. (2001). Child Soldiers and the Convention on the Rights of the Child. The Annals of the American Academy of Political and Social Science, 575, 92-105. Retrieved April 27, 2021, from http://ntserver1.wsulibs.wsu.edu:2083/stable/1049182",childsoldiersandtheconventionontherightsofthechild,Yes,Article,,,,
381,Children Soldiers of Africa and Sudan,"Ensor, M. (2013). Drinking the Bitter Roots: Gendered Youth, Transitional Justice, and Reconciliation across the South Sudan-Uganda Border. African Conflict and Peacebuilding Review, 3(2), 171-194. doi:10.2979/africonfpeacrevi.3.2.171",drinkingthebitterrootsgenderedyouthtransitionaljusticeandreconciliationacrossthesouthsudanugandaborder,Yes,Article,,,,
381,Children Soldiers of Africa and Sudan,"Hart, Jason. (2005). ""Children at War""  book review in Children, Youth and Environments,15(1), 399-402. Retrieved April 27, 2021, from http://www.jstor.org/stable/10.7721/chilyoutenvi.15.1.0399",childrenatwarbookreview,Yes,Review,,,,
381,Children Soldiers of Africa and Sudan,"MUTASA, C., & VIRK, K. (2017). BUILDING PEACE IN SOUTH SUDAN: PROGRESS, PROBLEMS, AND PROSPECTS (pp. 20-22, Rep.). Centre for Conflict Resolution. Retrieved April 28, 2021, from http://ntserver1.wsulibs.wsu.edu:2083/stable/resrep05143.9",buildingpeaceinsouthsudanprogressproblemsandprospects,Yes,Ebook,,,,
381,Children Soldiers of Africa and Sudan,"Waschefort, G. (2017). Africa and international humanitarian law:  The more things change the more they stay the same. ",africaandinternationalhumanitarianlawthemorethingschangethemoretheystaythesame,Yes,Article,,,,
383,The Conflicts Between Thai and the Government,"Haberkorn, Tyrell. 2011. Revolution Interrupted: Farmers, Students, Law, and Violence in Northern Thailand. Wisconsin: University of Wisconsin Press. Accessed April 30, 2021. ProQuest Ebook Central.",revolutioninterruptedfarmersstudentslawandviolenceinnorthernthailand,Yes,Ebook,,,,
383,The Conflicts Between Thai and the Government,"Mead, Kullada Kesboonchoo. 2004. The Rise and Decline of Thai Absolutism. London: Taylor & Francis Group. Accessed April 29, 2021. ProQuest Ebook Central.",theriseanddeclineofthaiabsolutism,Yes,Ebook,,,,
383,The Conflicts Between Thai and the Government,"Neher, Clark D. THE TRANSITION TO DEMOCRACY IN THAILAND. Asian Perspective 20, no. 2 (1996): 301-21. Accessed May 3, 2021. http://www.jstor.org/stable/42704109.",thetransitiontodemocracyinthailand,Yes,Article,,,,
383,The Conflicts Between Thai and the Government,"Pongsudhirak, Thitinan. CSCAP REGIONAL SECURITY OUTLOOK 2015. Report. Edited by Huisken Ron, Cable Olivia, Ball Desmond, Milner Anthony, Sukma Rizal, and Wanandi Yusuf. Council for Security Cooperation in the Asia Pacific, 2014. 46-48. Accessed May 3, 2021. http://www.jstor.org/stable/resrep22263.14.",cscapregionalsecurityoutlook2015,Yes,Ebook,,,,
385,Examining the Global Climate Crisis: Animal Agriculture,"Imhoff, Dan. CAFO (concentrated Animal Feeding Operation): The Tragedy of Industrial Animal Factories. San Rafael, Calif.: Earth Aware, 2010. <https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71131037410001451> ",cafoconcentratedanimalfeedingoperationthetragedyofindustrialanimalfactories,Yes,Print Book,,,,
385,Examining the Global Climate Crisis: Animal Agriculture,"Park, Miyun, and Peter Singer. ""The Globalization of Animal Welfare: More Food Does Not Require More Suffering."" Foreign Affairs 91, no. 2 (2012): 122-33. http://www.jstor.org/stable/23217226.",theglobalizationofanimalwelfaremorefooddoesnotrequiremoresuffering,Yes,Article,,,,
385,Examining the Global Climate Crisis: Animal Agriculture,"Prasad, Cadaba S., Malik, Pradeep K., Bhatta, Raghavendra, Takahashi, Junichi, Kohn, Richard, Malik, Pradeep K, Bhatta, Ragavendra, and Prasad, Cadaba S, eds. Livestock Production and Climate Change. Oxford: CAB International, 2015. Accessed February 16, 2021. ProQuest Ebook Central. <https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/detail.action?docID=2031816&pq-origsite=primo>",livestockproductionandclimatechange,Yes,Ebook,,,,
385,Examining the Global Climate Crisis: Animal Agriculture,"The ranch. (Seattle, Wash.), 15 July 1906. Chronicling America: Historic American Newspapers. Lib. of Congress. <https://chroniclingamerica.loc.gov/lccn/sn98047754/1906-07-15/ed-1/seq-9/>",theranchseattlewash15july1906,Yes,Newspaper Article,,,,
385,Examining the Global Climate Crisis: Animal Agriculture,"Sewell, Christina. ""REMOVING THE MEAT SUBSIDY: OUR COGNITIVE DISSONANCE AROUND ANIMAL AGRICULTURE."" Journal of International Affairs 73, no. 1 (2019): 307-18. Accessed February 16, 2021. doi:10.2307/26872805.",removingthemeatsubsidyourcognitivedissonancearoundanimalagriculture,Yes,Article,,,,
387,Back to the Future: Electric Automobiles and Their Belated Success,"Beavan, Arthur H. Tube, Train, Tram, and Car; or Up-to-Date Locomotion. London: G. Routledge & Sons, 1903. ",tubetraintramandcaroruptodatelocomotion,Yes,Ebook,,,,
387,Back to the Future: Electric Automobiles and Their Belated Success,"Fialka, John J. Car Wars: the Rise, the Fall, and the Resurgence of the Electric Car. New York, New York: Thomas Dunne Books, 2015. Library Location: Owen Science and Engineering Library, Call Number: TL220.F53 2015, Permalink: https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71237951760001451",carwarstherisethefallandtheresurgenceoftheelectriccar,Yes,Print Book,,,,
387,Back to the Future: Electric Automobiles and Their Belated Success,"Kirsch, David A. ""The Electric Car and the Burden of History: Studies in Automotive Systems Rivalry in America, 1890-1996."" Business and Economic History 26, no. 2 (1997): 304-10. Accessed February 13, 2021. http://www.jstor.org/stable/23703016.",theelectriccarandtheburdenofhistorystudiesinautomotivesystemsrivalryinamerica18901996,Yes,Article,,,,
387,Back to the Future: Electric Automobiles and Their Belated Success,"Schrag, Zachary M. Review of The Electric Vehicle: Technology and Expectations in the Automobile Age. Enterprise & Society 6, no. 4 (2005): 710-712. muse.jhu.edu/article/190281. URL: https://ntserver1.wsulibs.wsu.edu:2522/article/190281",reviewoftheelectricvehicletechnologyandexpectationsintheautomobileage,Yes,Article,,,,
